"Tarih,Saat,Enlem(N),Boylam(E),Derinlik(km),MD,ML,Mw,Yer"
"2023.12.04,20:16:48,39.1152,40.4250,3.6,-.-,2.1,-.-,SANCAK-(BINGOL)"
"2023.12.04,19:53:29,39.6778,26.0167,4.7,-.-,1.6,-.-,TAVAKLI,ACIKLARI-CANAKKALE(EGE,DENIZI)"
"2023.12.04,19:46:12,40.4642,28.8565,5.4,-.-,1.8,-.-,FISTIKLI-ARMUTLU(YALOVA)"
"2023.12.04,19:39:03,36.3713,36.1872,11.7,-.-,1.4,-.-,TAHTAKOPRU-(HATAY)"
"2023.12.04,19:37:02,40.4518,28.8607,9.3,-.-,1.6,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,19:15:51,38.3113,40.8640,5.5,-.-,1.3,-.-,DOLAPDERE-SILVAN(DIYARBAKIR)"
"2023.12.04,18:50:52,40.4170,28.9273,7.8,-.-,1.4,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,18:29:40,38.1637,36.7205,6.5,-.-,1.2,-.-,BUYUKKIZILCIK-GOKSUN(KAHRAMANMARAS)"
"2023.12.04,18:25:15,40.4268,28.8648,5.0,-.-,1.9,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,18:23:47,37.5152,37.0687,5.1,-.-,1.0,-.-,COKYASAR-(KAHRAMANMARAS)"
"2023.12.04,18:06:27,38.8515,26.6458,7.0,-.-,1.4,-.-,MIDILLI,ADASI,GUNEYI(EGE,DENIZI)"
"2023.12.04,17:59:45,40.4288,28.8758,9.4,-.-,1.7,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,17:46:13,40.4178,28.8677,5.4,-.-,3.2,3.0,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,17:39:40,40.4263,28.8728,14.1,-.-,1.5,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,17:38:35,38.2537,38.6540,5.1,-.-,1.9,-.-,KAVAKLIDERE-PUTURGE(MALATYA)"
"2023.12.04,17:18:41,40.4272,28.8400,11.3,-.-,1.9,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,17:07:55,40.3725,28.9102,9.0,-.-,1.4,-.-,MUDANYA(BURSA)"
"2023.12.04,16:48:35,37.0432,29.0483,5.0,-.-,3.2,3.2,KARACAM-KOYCEGIZ(MUGLA)"
"2023.12.04,16:43:46,39.2800,27.6780,0.0,-.-,1.5,-.-,GOKTAS-SOMA(MANISA)"
"2023.12.04,16:40:56,40.4298,28.8422,13.3,-.-,1.7,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,16:37:20,40.4350,28.8892,5.7,-.-,1.7,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,16:37:07,38.4268,37.0942,5.0,-.-,1.6,-.-,KORUCEK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.04,16:31:17,38.8157,37.0197,25.8,-.-,1.5,-.-,YENIBEKTASLI-GURUN(SIVAS)"
"2023.12.04,16:30:18,38.3635,37.3790,9.3,-.-,1.6,-.-,INCECIK-ELBISTAN(KAHRAMANMARAS)"
"2023.12.04,16:14:59,40.3623,28.9110,13.4,-.-,1.5,-.-,MUDANYA(BURSA)"
"2023.12.04,16:10:33,40.3952,28.8515,13.9,-.-,2.0,-.-,KUMYAKA-MUDANYA(BURSA)"
"2023.12.04,16:08:33,40.3932,28.9562,2.8,-.-,1.7,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,16:08:06,40.3968,28.8925,8.4,-.-,1.6,-.-,MUDANYA(BURSA)"
"2023.12.04,16:07:50,40.3840,28.9252,8.7,-.-,1.2,-.-,MUDANYA(BURSA)"
"2023.12.04,16:01:40,40.3767,28.9688,2.0,-.-,1.1,-.-,ALTINTAS-MUDANYA(BURSA)"
"2023.12.04,16:00:32,40.3663,28.9647,3.8,-.-,0.7,-.-,ALTINTAS-MUDANYA(BURSA)"
"2023.12.04,15:57:22,40.3400,28.9685,1.6,-.-,1.1,-.-,ALTINTAS-MUDANYA(BURSA)"
"2023.12.04,15:56:02,40.4363,28.8402,8.3,-.-,1.8,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,15:55:50,38.3878,37.5102,18.9,-.-,1.4,-.-,YUKARIULUPINAR-DARENDE(MALATYA)"
"2023.12.04,15:44:43,37.8292,36.0518,8.3,-.-,1.7,-.-,KOVUKCINAR-FEKE(ADANA)"
"2023.12.04,15:42:05,40.4288,28.8317,10.4,-.-,1.8,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,15:35:04,38.7677,27.7283,8.4,-.-,1.1,-.-,LUTFIYE-SARUHANLI(MANISA)"
"2023.12.04,15:30:29,37.4258,27.0603,23.1,-.-,2.3,-.-,EGE,DENIZI,Ýlksel"
"2023.12.04,15:03:17,40.3965,28.9100,8.6,-.-,1.6,-.-,MUDANYA(BURSA)"
"2023.12.04,14:56:43,40.4132,28.8523,5.7,-.-,2.5,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,14:40:54,40.2942,28.9553,2.1,-.-,1.2,-.-,CAGRISAN-MUDANYA(BURSA)"
"2023.12.04,14:38:58,38.3338,37.1343,1.9,-.-,1.9,-.-,KISLAKOY-ELBISTAN(KAHRAMANMARAS)"
"2023.12.04,14:29:46,40.3762,28.8653,13.8,-.-,1.3,-.-,MUDANYA(BURSA)"
"2023.12.04,14:29:21,40.4418,28.8435,8.1,-.-,1.7,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,14:26:15,38.3317,37.1197,5.0,-.-,2.0,-.-,KISLAKOY-ELBISTAN(KAHRAMANMARAS)"
"2023.12.04,14:24:14,40.3667,28.9117,20.3,-.-,1.4,-.-,MUDANYA(BURSA)"
"2023.12.04,14:23:51,40.5122,28.8203,3.8,-.-,1.5,-.-,ARMUTLU(YALOVA)"
"2023.12.04,14:20:02,38.3268,37.1120,5.0,-.-,3.5,3.5,KISLAKOY-ELBISTAN(KAHRAMANMARAS)"
"2023.12.04,14:15:51,40.4737,28.8590,4.8,-.-,1.6,-.-,FISTIKLI-ARMUTLU(YALOVA)"
"2023.12.04,14:10:16,38.0520,32.1415,7.5,-.-,1.2,-.-,TEPEKOY-SELCUKLU(KONYA)"
"2023.12.04,14:09:56,40.3438,28.8858,13.9,-.-,1.8,-.-,YORUKALI-MUDANYA(BURSA)"
"2023.12.04,14:00:41,40.4585,28.8545,9.2,-.-,1.7,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,13:58:21,40.3335,28.9853,1.8,-.-,1.0,-.-,ALTINTAS-MUDANYA(BURSA)"
"2023.12.04,13:51:12,40.3592,28.8972,10.4,-.-,1.9,-.-,YORUKALI-MUDANYA(BURSA)"
"2023.12.04,13:50:56,40.4685,28.8865,3.4,-.-,1.3,-.-,FISTIKLI-ARMUTLU(YALOVA)"
"2023.12.04,13:48:23,40.3910,28.8692,12.5,-.-,1.6,-.-,MUDANYA(BURSA)"
"2023.12.04,13:46:27,40.4488,28.9285,1.8,-.-,1.3,-.-,KAPAKLI-ARMUTLU(YALOVA)"
"2023.12.04,13:45:11,40.4093,28.8682,13.1,-.-,2.1,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,13:36:54,38.0537,32.3805,0.0,-.-,1.4,-.-,SIZMA-SELCUKLU(KONYA)"
"2023.12.04,13:33:36,38.4650,37.5273,4.1,-.-,1.8,-.-,YENICE-DARENDE(MALATYA)"
"2023.12.04,13:23:57,40.4508,28.8388,12.9,-.-,1.8,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,13:21:54,38.8043,37.4417,3.3,-.-,2.2,-.-,YUVA-GURUN(SIVAS)"
"2023.12.04,13:16:34,40.4493,28.9107,3.5,-.-,1.2,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,13:13:57,40.3677,28.8820,5.0,-.-,1.0,-.-,MUDANYA(BURSA)"
"2023.12.04,13:10:53,40.4212,28.8370,12.3,-.-,2.3,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,13:07:42,40.4413,28.8493,10.2,-.-,2.0,-.-,GEMLIK,KORFEZI(MARMARA,DENIZI)"
"2023.12.04,12:57:25,40.3532,28.9568,7.2,-.-,1.3,-.-,ALTINTAS-MUDANYA(BURSA)"
"2023.12.04,12:56:32,40.3978,28.8313,18.7,-.-,1.4,-.-,KUMYAKA-MUDANYA(BURSA)"
